site,depth_num,depth_name,treatment,rep,W1_tube_cap_g,soil_g,W2,W3_resid_tube_soil_7_g,soln_tube_soil_13_g,C3,C4,F,AEC,unique_ID,unique_ID_short,KCl_NO3_blank_corrected_ug_N_L,pH_DI,ph_1M_KCl,bulk_density,years_soy,years_maize,years_since_deforested
MT110,3,3-Feb,maize,orange,12.8613,0.1509,13.0122,13.3088,35.7829,142.915,4.363,0.907278628,1.17351023,MT110_2_3_o,MT110_2_3,4099.7415,4.88,5.3,1.204467354,13,7,28
MT110,4,4-Mar,maize,orange,12.8903,0.1584,13.0487,13.3943,36.2651,145.586,7.1585,0.90583774,2.277981536,MT110_3_4_o,MT110_3_4,6488.6975,4.83,5.43,1.22242268,13,7,28
MT110,5,5-Apr,maize,orange,12.8406,0.1401,12.9807,13.3056,35.6636,136.241,5.6482,0.904925121,1.865580883,MT110_4_5_o,MT110_4_5,2377.0255,5.22,5.49,1.197955326,13,7,28
MT110,6,6-May,maize,orange,12.9229,0.1432,13.0661,13.3737,35.8347,143.487,5.6479,0.909563164,1.828996267,MT110_5_6_o,MT110_5_6,758.07815,5.68,5.5,1.174003436,13,7,28
MT110,7,7-Jun,maize,orange,12.8446,0.1412,12.9858,13.3588,38.3223,150.737,7.6619,0.88843729,3.100647593,MT110_6_7_o,MT110_6_7,716.2164,5.53,5.28,1.182714777,13,7,28
MT110,8,8-Jul,maize,orange,12.8826,0.1681,13.0507,13.3957,35.8863,144.519,9.3243,0.922123613,2.967263044,MT110_7_8_o,MT110_7_8,736.6506,5.43,5.51,1.247164948,13,7,28
MT110,1,0-1,maize,pink,12.9064,0.1711,13.0775,13.3853,36.821,155.342,3.4978,0.930640244,0.624163905,MT110_0_1_p,MT110_0_1,435.48575,4.97,4.37,1.223069874,13,7,28
MT110,2,2-Jan,maize,pink,12.8161,0.1547,12.9708,13.314,34.5094,152.371,5.4937,0.910439262,1.322409482,MT110_1_2_p,MT110_1_2,977.8435,4.74,4.88,1.172027491,13,7,28
MT110,3,3-Feb,maize,pink,12.902,0.1614,13.0634,13.3439,35.6087,151.063,6.7224,0.907278628,2.10313515,MT110_2_3_p,MT110_2_3,4099.7415,4.88,5.3,1.204467354,13,7,28
MT110,4,4-Mar,maize,pink,12.9283,0.1475,13.0758,13.3781,36.5417,147.449,6.3237,0.90583774,2.191669468,MT110_3_4_p,MT110_3_4,6488.6975,4.83,5.43,1.22242268,13,7,28
MT110,5,5-Apr,maize,pink,12.9995,0.1463,13.1458,,,147.237,33.95448954,0.909563164,,,__,2377.0255,5.22,5.49,1.197955326,13,7,28
MT110,6,6-May,maize,pink,12.9588,0.1269,13.0857,,,148.845,79.01845018,0.88843729,,,__,758.07815,5.68,5.5,1.174003436,13,7,28
MT110,7,7-Jun,maize,pink,12.8738,0.1488,13.0226,13.2968,34.7429,145.579,7.7628,0.88843729,2.745812118,MT110_6_7_p,MT110_6_7,716.2164,5.53,5.28,1.182714777,13,7,28
MT110,8,8-Jul,maize,pink,12.8847,0.1584,13.0431,13.3273,34.9141,151.644,7.5668,0.922123613,2.363582845,MT110_7_8_p,MT110_7_8,736.6506,5.43,5.51,1.247164948,13,7,28
MT5?,1,7-Jun,maize,orange,13.0493,0.2153,13.2646,13.6244,40.7793,168.31,5.7512,0.922123613,1.387841786,MT5?_0_1_o,MT5?_0_1,307.9583,5,4.24,1.223069874,14,8,34
MT5?,2,8-Jul,maize,orange,13.1248,0.206,13.3308,13.7037,45.5812,168.807,5.555,0.922123613,1.725469926,MT5?_1_2_o,MT5?_1_2,234.87765,4.83,4.8,1.172027491,14,8,34
MT5?,3,0-1,maize,orange,13.0661,0.1998,13.2659,13.6419,44.9472,164.892,5.5677,0.922123613,1.751298779,MT5?_2_3_o,MT5?_2_3,1118.089,4.92,5.26,1.204467354,14,8,34
MT5?,4,0-1,maize,orange,13.0473,0.215,13.2623,13.6825,43.2976,166.052,5.9541,0.922123613,1.551591708,MT5?_3_4_o,MT5?_3_4,4233.1315,4.93,5.44,1.22242268,14,8,34
MT5?,5,2-Jan,maize,orange,13.0845,0.2078,13.2923,13.7257,43.5377,158.504,6.1113,0.922123613,1.709643894,MT5?_4_5_o,MT5?_4_5,6742.7055,4.88,5.42,1.197955326,14,8,34
MT5?,6,3-Feb,maize,orange,13.0907,0.1943,13.285,13.6712,44.3806,162.802,4.833,0.922123613,1.376102136,MT5?_5_6_o,MT5?_5_6,5291.7365,4.96,5.32,1.174003436,14,8,34
MT5?,7,4-Mar,maize,orange,13.055,0.2214,13.2764,13.735,45.5026,164.138,5.7189,0.922123613,1.50627845,MT5?_6_7_o,MT5?_6_7,1797.242,5.42,5.33,1.182714777,14,8,34
MT5?,8,5-Apr,maize,orange,13.16,0.2198,13.3798,13.7908,45.3822,164.396,5.0653,0.922123613,1.315596804,MT5?_7_8_o,MT5?_7_8,1607.658,5.18,5,1.247164948,14,8,34
MT5?,1,8-Jul,maize,pink,12.9595,0.999,13.9585,14.8255,45.35239,156.371,5.2699,0.922123613,0.091456193,MT5?_0_1_p,MT5?_0_1,307.9583,5,4.24,1.223069874,14,8,34
MT5?,2,0-1,maize,pink,13.0796,0.9988,14.0784,15.1665,48.87129,153.874,8.7414,0.922123613,0.418672193,MT5?_1_2_p,MT5?_1_2,234.87765,4.83,4.8,1.172027491,14,8,34
MT5?,3,0-1,maize,pink,12.9181,0.1627,13.0808,13.4351,35.0925,146.417,8.3731,0.922123613,2.489767149,MT5?_2_3_p,MT5?_2_3,1118.089,4.92,5.26,1.204467354,14,8,34
MT5?,4,2-Jan,maize,pink,12.9715,0.1838,13.1553,13.5429,33.9541,146.488,6.8919,0.922123613,1.440629118,MT5?_3_4_p,MT5?_3_4,4233.1315,4.93,5.44,1.22242268,14,8,34
MT5?,5,3-Feb,maize,pink,13.0308,1.0013,14.0321,14.9178,50.91729,167.709,9.013,0.922123613,0.561811196,MT5?_4_5_p,MT5?_4_5,6742.7055,4.88,5.42,1.197955326,14,8,34
MT5?,6,4-Mar,maize,pink,12.9879,0.9979,13.9858,14.856,49.31029,164.196,8.8836,0.922123613,0.523934677,MT5?_5_6_p,MT5?_5_6,5291.7365,4.96,5.32,1.174003436,14,8,34
MT5?,7,5-Apr,maize,pink,13.069,0.9991,14.0681,14.9405,51.08229,172.416,8.8073,0.922123613,0.537554327,MT5?_6_7_p,MT5?_6_7,1797.242,5.42,5.33,1.182714777,14,8,34
MT5?,8,6-May,maize,pink,13.0285,1.0011,14.0296,15.1467,48.10419,160.266,8.6803,0.922123613,0.356711319,MT5?_7_8_p,MT5?_7_8,1607.658,5.18,5,1.247164948,14,8,34
APP1,1,0-1,soy,orange,12.9155,0.1611,13.0766,13.389,36.9989,151.158,3.0994,0.953409476,0.494419666,APP1_0_1_o,APP1_0_1,0,5.06,4.23,1.297530069,10,0,37
APP1,2,2-Jan,soy,orange,12.946,0.1527,13.0987,13.3826,37.139,154.374,5.4735,0.957074518,1.693744756,APP1_1_2_o,APP1_1_2,348.5459,4.65,4.27,1.320107388,10,0,37
APP1,3,3-Feb,soy,orange,12.936,0.1698,13.1058,13.4692,37.6699,147.75,5.5104,0.948220882,1.430669503,APP1_2_3_o,APP1_2_3,1071.68915,4.53,4.4,1.31020189,10,0,37
APP1,4,4-Mar,soy,orange,12.9319,0.1683,13.1002,13.4298,36.0982,150.311,3.6913,0.95622605,0.619572147,APP1_3_4_o,APP1_3_4,1625.34565,4.4,4.69,1.349879725,10,0,37
APP1,5,5-Apr,soy,orange,12.9489,0.1624,13.1113,13.4275,36.435,142.307,3.7302,0.953953684,0.764769341,APP1_4_5_o,APP1_4_5,6666.63165,4.37,4.64,1.429733677,10,0,37
APP1,6,6-May,soy,orange,12.9114,0.1589,13.0703,13.4838,36.7487,153.609,4.0325,0.924388086,0.613839329,APP1_5_6_o,APP1_5_6,6892.61115,4.38,4.38,1.485021478,10,0,37
APP1,7,7-Jun,soy,orange,12.8832,0.1671,13.0503,13.3616,35.1864,149.007,6.4433,0.955236919,1.700715084,APP1_6_7_o,APP1_6_7,6214.66565,4.39,4.45,1.483943299,10,0,37
APP1,8,8-Jul,soy,orange,12.8605,0.1892,13.0497,13.4695,36.5597,149.556,5.6773,0.950602903,1.108620658,APP1_7_8_o,APP1_7_8,5423.72715,4.75,4.52,1.474892612,10,0,37
APP1,1,0-1,soy,pink,12.9434,0.195,13.1384,13.5067,36.9562,156.711,3.7829,0.953409476,0.49131421,APP1_0_1_p,APP1_0_1,0,5.06,4.23,1.297530069,10,0,37
APP1,2,2-Jan,soy,pink,12.9295,0.1767,13.1062,13.5641,36.4911,161.733,4.4961,0.957074518,0.518432168,APP1_1_2_p,APP1_1_2,348.5459,4.65,4.27,1.320107388,10,0,37
APP1,3,3-Feb,soy,pink,12.9227,0.1602,13.0829,13.4611,34.4069,148.936,3.9425,0.948220882,0.515130247,APP1_2_3_p,APP1_2_3,1071.68915,4.53,4.4,1.31020189,10,0,37
APP1,4,4-Mar,soy,pink,12.9142,0.1711,13.0853,13.4603,35.0429,145.233,5.9336,0.95622605,1.307224638,APP1_3_4_p,APP1_3_4,1625.34565,4.4,4.69,1.349879725,10,0,37
APP1,5,5-Apr,soy,pink,12.9684,0.1606,13.129,13.4091,34.2391,144.677,6.0323,0.953953684,1.598402314,APP1_4_5_p,APP1_4_5,6666.63165,4.37,4.64,1.429733677,10,0,37
APP1,6,6-May,soy,pink,12.8808,0.1705,13.0513,13.401,34.7699,146.286,5.7266,0.924388086,1.310337905,APP1_5_6_p,APP1_5_6,6892.61115,4.38,4.38,1.485021478,10,0,37
APP1,7,7-Jun,soy,pink,12.8405,0.1487,12.9892,13.2866,35.9581,144.351,8.7302,0.955236919,3.129407719,APP1_6_7_p,APP1_6_7,6214.66565,4.39,4.45,1.483943299,10,0,37
APP1,8,8-Jul,soy,pink,12.9015,0.1517,13.0532,13.4555,36.5753,152.621,6.4617,0.950602903,1.771978684,APP1_7_8_p,APP1_7_8,5423.72715,4.75,4.52,1.474892612,10,0,37
Cascavel,1,5-Apr,soy,orange,13.0368,0.2367,13.2735,13.6468,46.0232,162.809,5.3161,0.917900704,1.471211979,Cascavel_0_1_o,Cascavel_0_1,0,5.64,4.7,1.108235968,10,0,31
Cascavel,2,6-May,soy,orange,12.9807,0.2503,13.231,13.5915,45.5646,164.506,4.4226,0.917900704,1.027509024,Cascavel_1_2_o,Cascavel_1_2,256.113,5.1,4.98,1.027766323,10,0,31
Cascavel,3,7-Jun,soy,orange,12.9537,0.1674,13.1211,13.4717,43.6702,161.803,5.6159,0.917900704,2.107952864,Cascavel_2_3_o,Cascavel_2_3,210.91685,5.06,5.09,1.005601375,10,0,31
Cascavel,4,8-Jul,soy,orange,12.9573,0.1692,13.1265,13.457,56.5959,166.321,42.4315,0.917900704,,Cascavel_3_4_o,Cascavel_3_4,1216.538,4.97,5.26,0.989278351,10,0,31
Cascavel,5,0-1,soy,orange,12.9403,0.2378,13.1781,13.5875,45.7561,162.8,5.7203,0.917900704,1.546870555,Cascavel_4_5_o,Cascavel_4_5,1792.793,5.11,5.22,1.102439863,10,0,31
Cascavel,6,0-1,soy,orange,13.0145,0.1449,13.1594,,,156.558,58.79212792,0.917900704,,,__,967.9572,5.33,5.15,1.268006873,10,0,31
Cascavel,7,2-Jan,soy,orange,13.0191,0.2022,13.2213,13.5659,46.8963,164.449,4.71,0.917900704,1.54922792,Cascavel_6_7_o,Cascavel_6_7,335.2073,5.46,4.97,1.30137457,10,0,31
Cascavel,8,3-Feb,soy,orange,12.9385,0.1902,13.1287,13.502,46.3823,160.458,3.9934,0.917900704,1.177725892,Cascavel_7_8_o,Cascavel_7_8,233.51485,5.43,4.66,1.281408935,10,0,31
Cascavel,1,6-May,soy,pink,13.0202,0.2145,13.2347,13.6056,43.1159,164.19,5.6759,0.917900704,1.5572992,Cascavel_0_1_p,Cascavel_0_1,0,5.64,4.7,1.108235968,10,0,31
Cascavel,2,7-Jun,soy,pink,12.9478,0.2218,13.1696,13.5313,46.4511,159.445,4.361,0.917900704,1.211841269,Cascavel_1_2_p,Cascavel_1_2,256.113,5.1,4.98,1.027766323,10,0,31
Cascavel,3,8-Jul,soy,pink,12.8901,0.2207,13.1108,13.4719,45.6147,162.52,5.261,0.917900704,1.563848384,Cascavel_2_3_p,Cascavel_2_3,210.91685,5.06,5.09,1.005601375,10,0,31
Cascavel,4,4-Mar,soy,pink,12.9051,0.1262,13.0313,13.4623,45.0037,152.652,4.047,0.939064146,1.51371693,Cascavel_3_4_p,Cascavel_3_4,1216.538,4.97,5.26,0.989278351,10,0,31
Cascavel,5,5-Apr,soy,pink,12.9981,0.2031,13.2012,,,163.052,5.6285,0.945908173,1.615018874,,__,1792.793,5.11,5.22,1.102439863,10,0,31
Cascavel,6,2-Jan,soy,pink,12.9071,0.2269,13.134,13.5392,45.4914,149.103,7.1649,0.917900704,2.321564927,Cascavel_5_6_p,Cascavel_5_6,967.9572,5.33,5.15,1.268006873,10,0,31
Cascavel,7,3-Feb,soy,pink,12.9636,0.2399,13.2035,13.5781,44.8217,160.309,5.7986,0.917900704,1.579236968,Cascavel_6_7_p,Cascavel_6_7,335.2073,5.46,4.97,1.30137457,10,0,31
Cascavel,8,4-Mar,soy,pink,12.9503,0.21,13.1603,13.4844,44.8407,156.757,5.6852,0.917900704,1.892106328,Cascavel_7_8_p,Cascavel_7_8,233.51485,5.43,4.66,1.281408935,10,0,31
Nascente,1,0-1,soy,orange,12.9545,0.2334,13.1879,13.6219,33.79722222,155.725,5.2081,0.922123613,0.520957701,Nascence_0_1_o,Nascence_0_1,730.6758,5.18,4.62,1.108235968,9,0,28
Nascente,2,2-Jan,soy,orange,12.9277,0.1693,13.097,13.4178,43.0782,222.499,6.4446,0.922123613,2.201343483,Nascence_1_2_o,Nascence_1_2,1973.579,5.03,5.28,1.027766323,9,0,28
Nascente,3,3-Feb,soy,orange,12.9488,0.1751,13.1239,13.5011,35.02532222,154.705,7.0229,0.922123613,1.667548463,Nascence_2_3_o,Nascence_2_3,877.5647,5.43,5.83,1.005601375,9,0,28
Nascente,4,4-Mar,soy,orange,12.9239,0.1719,13.0958,13.5133,35.5506,152.603,6.1218,0.922123613,1.31236923,Nascence_3_4_o,Nascence_3_4,1171.3415,5.45,6.04,0.989278351,9,0,28
Nascente,5,5-Apr,soy,orange,12.9532,0.1826,13.1358,13.5695,35.9622,151.401,6.7289,0.922123613,1.473037053,Nascence_4_5_o,Nascence_4_5,0,6.08,6.04,1.102439863,9,0,28
Nascente,6,6-May,soy,orange,12.9087,0.1902,13.0989,13.5292,33.63172222,153.823,6.3726,0.922123613,1.039838192,Nascence_5_6_o,Nascence_5_6,256.113,6.06,6.1,1.268006873,9,0,28
Nascente,7,7-Jun,soy,orange,12.9463,0.1555,13.1018,13.4518,34.02972222,158.005,6.0588,0.922123613,1.406407955,Nascence_6_7_o,Nascence_6_7,278.7116,6.18,6.01,1.30137457,9,0,28
Nascente,8,8-Jul,soy,orange,12.9575,0.1735,13.131,13.4885,38.5995,142.88,5.9907,0.922123613,1.78937382,Nascence_7_8_o,Nascence_7_8,527.2917,6.13,5.97,1.281408935,9,0,28
Nascente,1,0-1,soy,pink,12.8916,0.1823,13.0739,13.3809,34.1596,147.995,4.5796,0.922123613,0.857913792,Nascence_0_1_p,Nascence_0_1,730.6758,5.18,4.62,1.108235968,9,0,28
Nascente,2,2-Jan,soy,pink,12.8834,0.1612,13.0446,13.3985,34.9307,155.654,5.8767,0.922123613,1.395306951,Nascence_1_2_p,Nascence_1_2,1973.579,5.03,5.28,1.027766323,9,0,28
Nascente,3,3-Feb,soy,pink,12.9277,0.167,13.0947,13.4537,33.98332222,154.65,5.4475,0.922123613,1.067325764,Nascence_2_3_p,Nascence_2_3,877.5647,5.43,5.83,1.005601375,9,0,28
Nascente,4,4-Mar,soy,pink,12.9027,0.197,13.0997,13.4417,35.22862222,155.654,5.6336,0.922123613,1.109132434,Nascence_3_4_p,Nascence_3_4,1171.3415,5.45,6.04,0.989278351,9,0,28
Nascente,5,5-Apr,soy,pink,12.9543,0.1901,13.1444,13.6048,35.46792222,154.76,6.4688,0.922123613,1.177115693,Nascence_4_5_p,Nascence_4_5,0,6.08,6.04,1.102439863,9,0,28
Nascente,6,6-May,soy,pink,12.9286,0.1644,13.093,13.4404,36.5979,150.616,5.9788,0.922123613,1.641192734,Nascence_5_6_p,Nascence_5_6,256.113,6.06,6.1,1.268006873,9,0,28
Nascente,7,7-Jun,soy,pink,12.9731,0.2009,13.174,13.5597,34.88772222,147.527,6.2071,0.922123613,1.185750106,Nascence_6_7_p,Nascence_6_7,278.7116,6.18,6.01,1.30137457,9,0,28
Nascente,8,8-Jul,soy,pink,12.9789,0.1881,13.167,13.5261,32.32092222,155.29,6.3932,0.922123613,1.084504099,Nascence_7_8_p,Nascence_7_8,527.2917,6.13,5.97,1.281408935,9,0,28
T179,1,0-1,soy,orange,12.9106,0.1685,13.0791,13.42,37.5555,147.87,3.3989,0.922123613,0.595140189,T179_0_1_o,T179_0_1,345.093,4.94,4.34,1.108235968,12,0,27
T179,2,2-Jan,soy,orange,12.9363,0.1682,13.1045,13.5127,34.4045,147.855,4.8808,0.922123613,0.793020455,T179_1_2_o,T179_1_2,73.9141,4.93,4.65,1.027766323,12,0,27
T179,3,3-Feb,soy,orange,12.8719,0.1483,13.0202,13.3734,37.0032,154.075,3.7846,0.922123613,0.749691452,T179_2_3_o,T179_2_3,616.2712,4.89,4.93,1.005601375,12,0,27
T179,4,4-Mar,soy,orange,12.8637,0.1433,13.007,13.3331,36.8015,149.411,4.3048,0.922123613,1.14643046,T179_3_4_o,T179_3_4,2651.365667,5,5.31,0.989278351,12,0,27
T179,5,5-Apr,soy,orange,12.9798,0.1591,13.1389,13.4777,35.3013,147.587,4.2147,0.922123613,0.834509655,T179_4_5_o,T179_4_5,819.6558,5.14,5.18,1.102439863,12,0,27
T179,6,6-May,soy,orange,12.8899,0.1562,13.0461,13.4085,34.8537,146.819,4.3679,0.922123613,0.823386413,T179_5_6_o,T179_5_6,898.74945,5.54,5.14,1.268006873,12,0,27
T179,7,7-Jun,soy,orange,12.8189,0.1512,12.9701,13.3002,36.4147,143.718,4.0937,0.922123613,0.981862771,T179_6_7_o,T179_6_7,322.4944,5.48,5.16,1.30137457,12,0,27
T179,8,8-Jul,soy,orange,12.8159,0.1745,12.9904,13.3326,34.1204,140.811,5.2171,0.922123613,1.087719239,T179_7_8_o,T179_7_8,390.28935,5.18,5.15,1.281408935,12,0,27
T179,1,0-1,soy,pink,12.9011,0.1557,13.0568,13.3953,37.1006,155.6,4.2132,0.922123613,0.955388733,T179_0_1_p,T179_0_1,345.093,4.94,4.34,1.108235968,12,0,27
T179,2,2-Jan,soy,pink,12.9183,0.1315,13.0498,13.3724,35.1192,158.71,3.9424,0.922123613,0.832903469,T179_1_2_p,T179_1_2,73.9141,4.93,4.65,1.027766323,12,0,27
T179,3,3-Feb,soy,pink,12.8955,0.1559,13.0514,13.3986,35.9122,154.944,4.4359,0.922123613,0.934168305,T179_2_3_p,T179_2_3,616.2712,4.89,4.93,1.005601375,12,0,27
T179,4,4-Mar,soy,pink,12.9569,0.152,13.1089,13.4188,35.7555,151.013,4.5405,0.922123613,1.127506559,T179_3_4_p,T179_3_4,2651.365667,5,5.31,0.989278351,12,0,27
T179,5,5-Apr,soy,pink,12.9178,0.1553,13.0731,13.4946,35.1078,151.97,4.7578,0.922123613,0.803244775,T179_4_5_p,T179_4_5,819.6558,5.14,5.18,1.102439863,12,0,27
T179,6,6-May,soy,pink,12.9581,0.1564,13.1145,13.4641,34.7633,78.85,4.2749,0.922123613,1.270878795,T179_5_6_p,T179_5_6,898.74945,5.54,5.14,1.268006873,12,0,27
T179,7,7-Jun,soy,pink,12.9109,0.1478,13.0587,13.5174,35.5003,154.773,4.9157,0.922123613,0.813798341,T179_6_7_p,T179_6_7,322.4944,5.48,5.16,1.30137457,12,0,27
T179,8,8-Jul,soy,pink,12.9689,0.1552,13.1241,13.4509,34.9952,144.244,4.2304,0.922123613,0.894487549,T179_7_8_p,T179_7_8,390.28935,5.18,5.15,1.281408935,12,0,27
